#Chromosome	Position	Peak_score	Tags_CTCF	Tags_IgG
chr17	8726935	32.4666666667	51	12
chr17	8790850	31.4866666667	56	2
chr17	9000450	21.7166666667	45	15
chr17	9224835	22.07	35	7
chr17	9338635	21.5966666667	39	2
chr17	9361530	31.53	61	11
chr17	9479560	19.2366666667	40	11
chr17	10207665	19.1466666667	34	9
chr17	11222360	17.2	28	8
chr17	12111390	18.1266666667	35	6
chr17	12168020	18.21	41	8
chr17	12229230	26.74	113	24
chr17	12232170	25.6366666667	113	24
chr17	12403695	38.9966666667	77	14
chr17	12493960	25.49	53	12
chr17	12560470	20.1366666667	45	8
chr17	12565100	27.4766666667	59	9
chr17	12853515	18.2433333333	49	17
chr17	13073255	19.2166666667	39	4
chr17	13498960	68.0033333333	114	65
chr17	13665505	20.25	35	8
chr17	13744930	70.0433333333	160	109
chr17	13745760	26.3466666667	160	109
chr17	14343275	33.9033333333	88	21
chr17	14358040	26.73	75	22
chr17	14369870	20.72	66	17
chr17	14425380	27.61	49	9
chr17	14682880	21.51	48	6
chr17	15041950	29.0133333333	50	15
chr17	15202805	21.1066666667	49	12
chr17	15604825	27.6833333333	46	4
chr17	15941505	19.6566666667	43	4
chr17	17531510	18.0133333333	35	4
chr17	17975150	24.4533333333	50	17
chr17	21409290	20.8533333333	43	19
chr17	22767720	19.2133333333	39	16
chr17	23696995	25.7766666667	52	16
chr17	23740695	18.4166666667	80	11
chr17	23741605	23.36	80	11
chr17	23747635	53.48	102	23
chr17	23767380	28.1266666667	66	15
chr17	23797450	27.9166666667	188	38
chr17	23798590	37.2366666667	188	38
chr17	23801650	22.8166666667	188	38
chr17	23837340	18.19	29	9
chr17	23843375	17.48	43	12
chr17	23883545	18.4266666667	93	22
chr17	23886015	25.5233333333	93	22
chr17	23911250	17.4033333333	41	6
chr17	23944040	21.3533333333	45	11
chr17	23966445	18.6733333333	40	16
chr17	23978330	19.3433333333	126	38
chr17	23980310	19.0833333333	126	38
chr17	23981090	26.18	126	38
chr17	23990475	21.2033333333	91	21
chr17	24011070	18.8633333333	46	10
chr17	24097510	36.4666666667	67	13
chr17	24105930	18.91	45	12
chr17	24152825	28.91	54	10
chr17	24289305	43.9866666667	78	16
chr17	24310610	26.69	51	9
chr17	24488795	45.5366666667	76	23
chr17	24527030	20.77	40	10
chr17	24574290	18.4466666667	36	10
chr17	24615745	51.0733333333	90	20
chr17	24631760	19.5033333333	44	10
chr17	24639365	19.1033333333	37	17
chr17	24650655	21.6333333333	59	15
chr17	24666315	29.1666666667	56	19
chr17	24761900	20.4966666667	47	18
chr17	24765780	27.1233333333	59	19
chr17	24813300	21.56	51	25
chr17	24853450	18.81	41	13
chr17	24861495	50.1433333333	90	13
chr17	24882690	24.53	48	10
chr17	25018865	25.39	55	16
chr17	25040295	24.2466666667	56	20
chr17	25254425	18.8533333333	37	8
chr17	25411345	17.0166666667	40	12
chr17	25422200	37.44	58	9
chr17	25425995	22.7766666667	43	12
chr17	25471080	39.7066666667	85	19
chr17	25500825	20.93	38	17
chr17	25534930	39.8366666667	87	27
chr17	25611570	35	141	20
chr17	25613090	22.32	141	20
chr17	25644945	46.6133333333	112	15
chr17	25645985	18.85	112	15
chr17	25704860	39.64	80	18
chr17	25835635	24.3933333333	40	7
chr17	25861060	22.56	48	8
chr17	25869200	18.1066666667	50	5
chr17	25910660	59.7266666667	114	11
chr17	25938130	19.9333333333	37	6
chr17	25950750	26.1433333333	47	11
chr17	26016360	29.4666666667	72	17
chr17	26022775	18.8133333333	35	7
chr17	26031115	34.7066666667	58	10
chr17	26146635	91.5066666667	260	30
chr17	26148995	37.53	260	30
chr17	26178245	37.2033333333	69	11
chr17	26227510	25.4266666667	52	25
chr17	26257265	49.5433333333	109	30
chr17	26369950	18.0066666667	44	8
chr17	26413955	21.4666666667	35	14
chr17	26443510	23.3866666667	81	27
chr17	26507905	22.3233333333	52	19
chr17	26558675	17.5766666667	70	25
chr17	26588740	24.09	86	27
chr17	26589680	18.2333333333	86	27
chr17	26599775	47.6766666667	99	26
chr17	26645120	21.9566666667	46	18
chr17	26775840	41.0366666667	72	14
chr17	26797250	17.8433333333	110	25
chr17	26800040	44.2966666667	110	25
chr17	26931880	19.31	44	8
chr17	27023250	29.9966666667	69	12
chr17	27032750	24.0333333333	49	21
chr17	27053785	47.0766666667	69	10
chr17	27138225	25.22	174	44
chr17	27139065	21.83	174	44
chr17	27141555	41.2833333333	174	44
chr17	27165535	17.2733333333	34	10
chr17	27169935	42.35	68	17
chr17	27184935	42.0633333333	88	16
chr17	27214265	23.1166666667	89	26
chr17	27222850	29.8166666667	146	46
chr17	27224540	27.6333333333	146	46
chr17	27243890	18.1366666667	53	16
chr17	27257860	36.5433333333	78	33
chr17	27262260	37.4666666667	70	7
chr17	27288550	19.7333333333	41	13
chr17	27327005	63.3066666667	109	34
chr17	27339140	19.71	41	13
chr17	27513485	18.63	54	25
chr17	27530490	18.9433333333	90	35
chr17	27588865	25.19	44	13
chr17	27657740	38.3233333333	77	9
chr17	27671865	39.2166666667	64	15
chr17	27702730	19.3	71	20
chr17	27729475	21.68	50	11
chr17	27766460	17.9966666667	71	23
chr17	27776020	21.38	45	21
chr17	27787290	31.0166666667	53	16
chr17	27839630	31.8266666667	62	9
chr17	27898845	59.41	106	17
chr17	27906280	45.2433333333	110	24
chr17	28121540	22.37	55	17
chr17	28126940	42.63	82	21
chr17	28150415	28.38	59	19
chr17	28185550	98	150	18
chr17	28198630	34.19	65	22
chr17	28216755	27.7866666667	60	10
chr17	28221985	22.67	42	13
chr17	28243480	24.0633333333	57	13
chr17	28300880	37.1533333333	81	27
chr17	28341485	48.3633333333	75	14
chr17	28363165	97.0133333333	152	15
chr17	28397315	45.7033333333	86	35
chr17	28465445	20.92	55	23
chr17	28505590	50.6166666667	74	5
chr17	28510970	21.81	38	13
chr17	28523345	41.4766666667	109	14
chr17	28544505	46.22	110	17
chr17	28556085	18.7566666667	78	17
chr17	28592315	17.1833333333	30	2
chr17	28665075	28.4366666667	63	22
chr17	28674935	19.99	48	17
chr17	28690110	40.53	71	17
chr17	28730165	27.33	66	12
chr17	28898995	33.9766666667	86	30
chr17	29013975	31.58	140	31
chr17	29016995	32.2366666667	140	31
chr17	29034345	18.48	34	5
chr17	29041880	27.1566666667	62	20
chr17	29046795	19.8233333333	61	13
chr17	29063590	23.1933333333	88	19
chr17	29064310	27.86	88	19
chr17	29124785	32.81	103	17
chr17	29155810	23.3133333333	40	7
chr17	29182005	35.63	69	17
chr17	29186070	22.7366666667	52	23
chr17	29232510	26.5233333333	62	18
chr17	29306375	28.7966666667	119	31
chr17	29308265	37.5266666667	119	31
chr17	29323590	20.5	53	20
chr17	29383740	35.6666666667	71	7
chr17	29498120	17.9233333333	43	20
chr17	29508195	83.15	142	17
chr17	29518620	21.6066666667	39	7
chr17	29534030	43.71	78	10
chr17	29650285	25.4733333333	110	18
chr17	29651615	37.8966666667	110	18
chr17	29665950	19.5033333333	35	8
chr17	29740435	28.3866666667	71	11
chr17	29751480	20.44	39	9
chr17	29773305	23.39	44	16
chr17	29841980	26.94	51	16
chr17	29899670	28.4466666667	65	11
chr17	29910510	33.2533333333	70	17
chr17	29926820	17.9366666667	48	9
chr17	29938595	19.25	36	6
chr17	29985990	28.5166666667	54	19
chr17	30020055	32.43	60	12
chr17	30033270	19.2566666667	46	12
chr17	30112805	20.4566666667	50	18
chr17	30591915	26.1033333333	85	22
chr17	30647350	21.3333333333	59	22
chr17	30696635	46.8533333333	111	17
chr17	30713545	22.91	60	28
chr17	30727955	26.16	77	22
chr17	30743660	18.2933333333	45	19
chr17	30758720	19.52	53	13
chr17	30785830	28.8133333333	319	97
chr17	30789220	30.97	319	97
chr17	30790180	94.5233333333	319	97
chr17	30803420	19.3333333333	33	9
chr17	30816775	24.3	186	43
chr17	30818765	30.2833333333	186	43
chr17	30851915	49.2533333333	200	56
chr17	30856195	20.5633333333	200	56
chr17	30864960	36.1433333333	93	33
chr17	30874995	41.3966666667	144	47
chr17	30880990	24.85	186	81
chr17	30883350	37.1266666667	186	81
chr17	30893875	27.2633333333	67	35
chr17	30897495	27.7866666667	75	23
chr17	30940740	21.4933333333	111	43
chr17	30956275	76.0733333333	173	38
chr17	30968230	28.5533333333	111	33
chr17	30981625	17.3166666667	52	14
chr17	30989520	25.49	89	22
chr17	31011445	105.81	207	49
chr17	31029920	23.15	58	25
chr17	31046630	17.2933333333	60	29
chr17	31060795	21.4766666667	56	21
chr17	31148685	37.7666666667	79	9
chr17	31155315	21.4	77	26
chr17	31156665	19.08	77	26
chr17	31194360	24.6966666667	52	19
chr17	31256665	26.1033333333	118	33
chr17	31259105	33.0733333333	118	33
chr17	31275575	30.27	59	11
chr17	31324615	21.7333333333	45	14
chr17	31391655	28.2633333333	53	17
chr17	31432325	27.52	88	22
chr17	31454675	39.23	78	26
chr17	31462880	28.18	216	55
chr17	31465610	18.09	216	55
chr17	31467750	40.6466666667	216	55
chr17	31468310	24.5466666667	216	55
chr17	31515040	20.71	43	10
chr17	31566600	24.6566666667	144	53
chr17	31567490	21.1933333333	144	53
chr17	31604045	28.2233333333	64	11
chr17	31629585	24.55	53	7
chr17	31801875	20.7533333333	32	14
chr17	31822570	32.3633333333	60	14
chr17	31830355	35.1866666667	70	18
chr17	31910935	17.1433333333	42	13
chr17	32162500	33.1833333333	63	8
chr17	32210500	41.7533333333	136	31
chr17	32212320	31.1066666667	136	31
chr17	32280260	48.7933333333	87	17
chr17	32299120	29.71	55	14
chr17	32486070	27.2466666667	49	4
chr17	32524085	21.2033333333	52	13
chr17	32620405	25.28	51	10
chr17	32631860	21.1433333333	43	16
chr17	32665910	38.6833333333	70	18
chr17	32688285	26.6166666667	49	17
chr17	32772195	21.95	45	11
chr17	32817605	21.7266666667	48	10
chr17	32839905	30.3666666667	57	10
chr17	32890775	18.51	42	11
chr17	33042335	30.8933333333	64	19
chr17	33088590	30.93	101	40
chr17	33630175	19.9566666667	39	6
chr17	33676260	22.9433333333	43	9
chr17	33690085	36.3866666667	66	8
chr17	34027865	35.96	62	11
chr17	34057855	27.1133333333	68	15
chr17	34062110	30.3	127	34
chr17	34062760	17.5366666667	127	34
chr17	34063710	19.7966666667	127	34
chr17	34066575	18.2366666667	41	8
chr17	34105620	27.1366666667	90	15
chr17	34119325	19.34	79	20
chr17	34128995	19.7333333333	44	15
chr17	34140570	20.6966666667	35	8
chr17	34171245	28.5433333333	64	13
chr17	34228115	32.54	60	13
chr17	34238595	17.91	48	17
chr17	34244540	17.8966666667	41	12
chr17	34272350	72.7533333333	121	16
chr17	34387065	20.1366666667	49	11
chr17	34450600	24.6366666667	65	9
chr17	34548290	24.1166666667	43	8
chr17	34692645	25.5166666667	59	14
chr17	34709065	29.36	91	24
chr17	34709465	18.32	91	24
chr17	34756125	36.8466666667	64	14
chr17	34942270	18.55	33	8
chr17	34950865	20.89	38	14
chr17	34992910	19.7266666667	47	12
chr17	35049120	99.08	188	22
chr17	35158295	38.7066666667	75	13
chr17	35167030	17.9866666667	36	12
chr17	35303800	35.6233333333	61	13
chr17	35315685	26.2533333333	64	17
chr17	35332830	58.73	101	19
chr17	35369125	22.9966666667	64	20
chr17	35373425	48.83	89	19
chr17	35383045	17.4866666667	80	33
chr17	35391775	17.8233333333	40	17
chr17	35395255	18.2933333333	38	7
chr17	35411860	29.2066666667	59	7
chr17	35433010	28.5666666667	41	5
chr17	35439060	25.8133333333	54	5
chr17	35557605	48.1966666667	99	18
chr17	35572015	34.5	59	13
chr17	35621170	31.5133333333	56	8
chr17	35646435	20.0066666667	50	12
chr17	35650340	28.1666666667	118	27
chr17	35650980	22.09	118	27
chr17	35671570	19.6966666667	42	8
chr17	35680080	27.3966666667	123	27
chr17	35681790	24.4466666667	123	27
chr17	35693970	82.6633333333	137	16
chr17	35715330	70.06	120	13
chr17	35721475	30.29	125	25
chr17	35727865	43.36	97	17
chr17	35772780	25.76	65	13
chr17	35803220	23.5866666667	52	24
chr17	35862705	54.9033333333	96	27
chr17	35874885	18.8066666667	35	7
chr17	35966850	45.2133333333	81	10
chr17	35973330	22.9	88	35
chr17	36010915	23.99	51	13
chr17	36074850	17.8266666667	30	2
chr17	36130745	35.2066666667	187	14
chr17	36134095	77.4433333333	187	14
chr17	36197965	49.2633333333	130	37
chr17	36247700	19.53	62	18
chr17	36368480	113.68	227	145
chr17	36621750	61.8566666667	124	80
chr17	36923665	33.01	101	10
chr17	36925925	18.54	101	10
chr17	36961175	32.2666666667	106	18
chr17	37052210	21.58	69	12
chr17	37134195	34.8966666667	59	9
chr17	37186955	18.18	39	12
chr17	37340760	92.46	137	10
chr17	37387670	23.5333333333	42	11
chr17	39980565	306.373333333	7735	6902
chr17	39981255	1045.19666667	7735	6902
chr17	39982355	648.253333333	7735	6902
chr17	39982955	639.76	7735	6902
chr17	39984925	543.516666667	7735	6902
chr17	39985345	319.223333333	7735	6902
chr17	42740585	31.78	52	8
chr17	43080510	19.8166666667	37	7
chr17	43101900	17.9833333333	41	16
chr17	43153475	20.98	44	11
chr17	43402290	35.0166666667	126	28
chr17	43404130	20.7466666667	126	28
chr17	43595795	17.3866666667	69	24
chr17	43655810	27.89	57	10
chr17	43743790	24.5333333333	40	6
chr17	43748710	19.1633333333	36	12
chr17	43836370	34.49	97	17
chr17	43838270	22.3833333333	97	17
chr17	43939130	20.16	52	11
chr17	44288295	27.17	57	12
chr17	44377935	20.38	38	4
chr17	44393755	23.8666666667	39	15
chr17	45211015	17.2566666667	41	9
chr17	45348095	26.71	47	10
chr17	45388540	29.26	64	13
chr17	45511350	27.0566666667	64	14
chr17	45599600	17.49	40	6
chr17	45615610	33.2433333333	61	18
chr17	45643705	22.3066666667	49	12
chr17	45653640	29.7766666667	64	26
chr17	45667590	19.94	33	11
chr17	45685710	24.2833333333	48	10
chr17	45689215	27.84	52	10
chr17	45700780	34.99	73	24
chr17	45718630	31.1633333333	222	56
chr17	45719830	20.8533333333	222	56
chr17	45721930	23.7866666667	222	56
chr17	45723610	19.3233333333	222	56
chr17	45763950	23.2566666667	107	21
chr17	45766990	17.58	107	21
chr17	45779850	32.2133333333	65	16
chr17	45792975	33.4833333333	55	11
chr17	45800310	123.156666667	229	25
chr17	45815300	19.8233333333	50	8
chr17	45855485	17.3866666667	41	5
chr17	45861440	32.12	74	25
chr17	45868270	33.2133333333	62	19
chr17	45872540	23.97	77	15
chr17	45885635	40.6666666667	83	19
chr17	45983055	18.96	30	12
chr17	46015545	20.03	42	11
chr17	46164810	22.48	40	8
chr17	46169805	35.0733333333	67	8
chr17	46304125	17.89	49	17
chr17	46388295	17.2566666667	81	26
chr17	46403010	23.7666666667	60	17
chr17	46435700	36.75	63	27
chr17	46594975	22.0033333333	49	10
chr17	46662745	53.29	100	23
chr17	46686270	34.4166666667	85	31
chr17	46692890	18.1166666667	32	3
chr17	46713200	27.39	72	16
chr17	46862375	17.6733333333	39	6
chr17	46873320	26.7666666667	68	19
chr17	47041045	48.56	69	10
chr17	47070755	21.8933333333	53	21
chr17	47112355	20.81	60	9
chr17	47175995	39.1766666667	65	13
chr17	47252980	28.1033333333	47	16
chr17	47395745	24.17	47	20
chr17	47497140	22.7666666667	47	12
chr17	47508650	25.37	53	13
chr17	47523820	30.1233333333	53	11
chr17	47545610	19.1633333333	51	11
chr17	47610730	47.93	151	26
chr17	47612780	26.51	151	26
chr17	47619560	28.62	61	14
chr17	47648295	31.6666666667	68	10
chr17	47748215	28.6433333333	72	13
chr17	47783795	32.1466666667	57	7
chr17	47813705	27.5366666667	49	17
chr17	47867720	23.5633333333	45	9
chr17	47929655	40.9266666667	229	42
chr17	47930485	38.3833333333	229	42
chr17	47932595	32.9966666667	229	42
chr17	47934105	21.5333333333	229	42
chr17	48001665	44.6366666667	70	8
chr17	48010550	21.7866666667	55	18
chr17	48182715	21.84	67	22
chr17	48238080	48.5833333333	100	9
chr17	48340750	19.63	41	18
chr17	48414380	22.3866666667	44	20
chr17	48556230	23.7566666667	54	9
chr17	48607050	30.3866666667	59	12
chr17	48734890	27.38	97	15
chr17	48840120	21.89	44	7
chr17	49071200	50.2633333333	101	13
chr17	49206220	17.84	50	11
chr17	49321935	37.7366666667	81	15
chr17	49329385	30.4933333333	71	14
chr17	49346260	18.51	37	11
chr17	49405940	19.3	35	5
chr17	49421915	49.23	89	10
chr17	49607840	18.3233333333	35	7
chr17	50075305	27.9566666667	64	9
chr17	50082265	19.3733333333	39	17
chr17	52699535	20.0666666667	30	2
chr17	52788665	33.84	55	1
chr17	56096850	21.93	51	6
chr17	56115820	24.8533333333	53	18
chr17	56148820	17.93	138	35
chr17	56150310	51.9933333333	138	35
chr17	56157930	26.19	55	21
chr17	56176145	47.66	81	9
chr17	56251490	32.7533333333	73	21
chr17	56264670	17.85	48	10
chr17	56271460	26.3533333333	162	46
chr17	56274190	39.15	162	46
chr17	56299370	32.4266666667	70	14
chr17	56336410	25.9633333333	98	31
chr17	56340170	19.18	41	15
chr17	56395435	26.9833333333	64	16
chr17	56403630	35.94	64	3
chr17	56430790	45.0366666667	85	13
chr17	56472580	37.7866666667	66	16
chr17	56476850	19.03	108	27
chr17	56478420	21.99	108	27
chr17	56490280	26.7333333333	60	21
chr17	56497105	48.3733333333	82	12
chr17	56565075	30.04	64	23
chr17	56619085	23.7233333333	46	17
chr17	56692580	95.3666666667	158	26
chr17	56698015	18.0366666667	45	13
chr17	56752740	38.81	161	64
chr17	56808415	33.5366666667	66	12
chr17	56876135	17.9466666667	41	8
chr17	56897805	18.25	38	14
chr17	56902955	69.7866666667	116	9
chr17	56917100	22.5366666667	55	17
chr17	56948115	39.5633333333	73	17
chr17	56997850	35.75	64	10
chr17	57027690	19.14	44	13
chr17	57037295	70.38	119	25
chr17	57075345	45.3133333333	79	13
chr17	57090555	22.1866666667	38	9
chr17	57136540	37.1	86	13
chr17	57200100	20.1466666667	37	11
chr17	57236100	19.6066666667	37	10
chr17	57306700	23.55	62	11
chr17	57358795	23.3166666667	55	13
chr17	57416450	32.55	63	15
chr17	57474340	27.1	90	18
chr17	57475340	26.32	90	18
chr17	63233670	17.3066666667	40	5
chr17	63673585	30.4533333333	57	10
chr17	63763620	27.11	53	8
chr17	64153200	24.99	37	4
chr17	64287535	17.28	37	11
chr17	64724880	36.5666666667	72	13
chr17	65223255	19.5866666667	36	6
chr17	65674700	18.78	34	2
chr17	65885770	28.4633333333	53	8
chr17	65890520	18.2166666667	32	6
chr17	65907705	23.9733333333	135	35
chr17	65908765	52.1133333333	135	35
chr17	66201260	19.3566666667	35	5
chr17	66214300	23.4666666667	50	16
chr17	66219730	29.2833333333	120	33
chr17	66222230	24.54	120	33
chr17	66283385	18.3266666667	40	8
chr17	66300725	17.4	82	29
chr17	66451200	24.55	47	18
chr17	66456445	20.8233333333	50	11
chr17	66480785	34.2733333333	62	17
chr17	66570830	31.48	101	18
chr17	66584645	39.8066666667	73	17
chr17	66676190	23.8366666667	38	15
chr17	66800725	32.2333333333	103	16
chr17	66804135	17.6066666667	103	16
chr17	66835310	30.84	61	10
chr17	66839520	40.1066666667	69	10
chr17	66869190	37.5666666667	66	18
chr17	66927560	18.93	45	7
chr17	67104785	18.75	43	11
chr17	67461750	24.1266666667	50	11
chr17	68046395	22.2433333333	59	13
chr17	68062495	18.0833333333	42	16
chr17	68190680	25.21	51	17
chr17	68211255	33.3	59	14
chr17	68219765	32.9	59	4
chr17	69714610	49.9866666667	77	4
chr17	69824895	25.7	46	4
chr17	70417785	17.1266666667	30	4
chr17	70779210	22.0766666667	44	6
chr17	70876720	25.1	60	12
chr17	71033350	32.85	57	9
chr17	71056555	29.24	53	13
chr17	71087705	23.81	83	16
chr17	71104430	27.0666666667	52	10
chr17	71574650	19.88	33	8
chr17	72043280	19.1033333333	36	7
chr17	72223550	22.26	81	15
chr17	73131420	22.1833333333	50	9
chr17	73147330	18.9633333333	39	7
chr17	73358485	20.6866666667	44	9
chr17	73523665	17.03	37	4
chr17	73545745	19.2566666667	36	7
chr17	73650755	17.0233333333	176	43
chr17	73651705	39.7366666667	176	43
chr17	73652745	23.35	176	43
chr17	73655125	22.7533333333	176	43
chr17	74093500	24.87	44	13
chr17	74231715	29.68	52	7
chr17	74370045	19.08	50	8
chr17	75416930	22.2566666667	40	6
chr17	75474790	21.08	49	14
chr17	75771945	21.5766666667	75	12
chr17	78829955	18.7366666667	33	5
chr17	78834205	18.3733333333	40	8
chr17	78854670	24.2766666667	44	8
chr17	78995390	24.4733333333	45	20
chr17	79003390	21.67	70	11
chr17	79003940	17.8966666667	70	11
chr17	79979830	25.1866666667	46	13
chr17	80115145	27.7866666667	97	24
chr17	80152310	19.5866666667	36	13
chr17	80416900	29.4866666667	84	23
chr17	80855150	18.13	35	5
chr17	80949550	19.12	34	12
chr17	80953200	28.7566666667	59	16
chr17	80957025	19.6233333333	113	25
chr17	80960315	29.13	113	25
chr17	81000830	33.9366666667	61	15
chr17	81020505	28.8133333333	48	6
chr17	81169725	19.57	35	8
chr17	81215325	23.15	48	8
chr17	81381940	24.4633333333	49	8
chr17	81415315	24.6666666667	44	13
chr17	81445200	30.8733333333	63	13
chr17	81464515	21.9233333333	43	9
chr17	81589395	17.4733333333	27	6
chr17	83257135	26.5333333333	45	7
chr17	83424855	38.4533333333	63	16
chr17	83671040	20.6233333333	35	7
chr17	83736765	19.34	38	7
chr17	83963215	19.4066666667	45	14
chr17	84132350	26.7033333333	56	12
chr17	84207530	25.6766666667	56	11
chr17	84249995	34.9033333333	63	12
chr17	84272380	22.59	51	8
chr17	84296250	19.7433333333	42	7
chr17	84302920	33.64	63	17
chr17	84372870	19.9933333333	47	15
chr17	84397285	23.6166666667	44	16
chr17	84428135	31.9266666667	98	25
chr17	84513400	21.1233333333	48	17
chr17	84590420	25.99	67	19
chr17	85012895	20.9933333333	82	41
chr17	85013485	18.7633333333	82	41
chr17	85041390	27.2266666667	61	12
chr17	85098220	28.1566666667	54	12
chr17	85237345	26.0333333333	47	16
chr17	85277350	21.0633333333	41	11
chr17	85337735	20.9933333333	48	5
chr17	86094020	18.6933333333	40	5
chr17	86463070	23.5033333333	38	6
chr17	86561415	25.3333333333	46	8
chr17	86844420	34.6766666667	74	16
chr17	86871295	26.4466666667	54	12
